"Team" "Date" "" "Opponent" "" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "TO"
"817" "georgia-tech" "2017-11-11" "" "Virginia Tech" "W (28-22)" 14 26 53.8 153 0 36 105 2.9 2 62 258 4.2 7 6 1 14 4 42 0 0 0
"818" "georgia-tech" "2017-11-18" "@" "Duke" "L (20-43)" 19 28 67.9 181 3 51 319 6.3 2 79 500 6.3 9 20 1 30 1 15 0 0 0
"819" "georgia-tech" "2017-11-25" "" "Georgia" "L (7-38)" 12 17 70.6 224 2 43 247 5.7 3 60 471 7.9 9 13 1 23 2 25 0 0 0
"820" "south-alabama" "2017-09-02" "@" "Mississippi" "L (27-47)" 28 35 80 429 4 29 102 3.5 1 64 531 8.3 16 7 0 23 7 45 1 0 1
"821" "south-alabama" "2017-09-08" "" "Oklahoma State" "L (7-44)" 26 41 63.4 342 3 37 163 4.4 1 78 505 6.5 19 8 2 29 4 25 0 0 0
"822" "south-alabama" "2017-09-16" "" "Alabama A&M" "W (45-0)" 18 28 64.3 100 0 26 72 2.8 0 54 172 3.2 4 4 3 11 4 43 1 1 2
"823" "south-alabama" "2017-09-23" "" "Idaho" "L (23-29)" 23 39 59 273 1 37 146 3.9 2 76 419 5.5 13 5 6 24 5 51 2 0 2
"824" "south-alabama" "2017-09-30" "@" "Louisiana Tech" "L (16-34)" 24 39 61.5 317 3 33 162 4.9 1 72 479 6.7 13 12 1 26 3 11 1 0 1
"825" "south-alabama" "2017-10-11" "@" "Troy" "W (19-8)" 25 47 53.2 269 0 20 30 1.5 1 67 299 4.5 11 4 3 18 6 33 3 1 4
"826" "south-alabama" "2017-10-21" "" "Louisiana-Monroe" "W (33-23)" 14 23 60.9 179 0 41 309 7.5 3 64 488 7.6 6 13 1 20 4 18 1 1 2
"827" "south-alabama" "2017-10-26" "@" "Georgia State" "L (13-21)" 17 31 54.8 195 2 32 118 3.7 1 63 313 5 10 4 2 16 7 63 1 0 1
"828" "south-alabama" "2017-11-04" "" "Louisiana" "L (14-19)" 8 15 53.3 110 2 50 264 5.3 0 65 374 5.8 5 11 0 16 4 35 0 0 0
"829" "south-alabama" "2017-11-11" "" "Arkansas State" "W (24-19)" 28 45 62.2 299 2 33 66 2 0 78 365 4.7 12 9 2 23 7 40 2 4 6
"830" "south-alabama" "2017-11-18" "@" "Georgia Southern" "L (0-52)" 11 17 64.7 227 2 68 356 5.2 5 85 583 6.9 7 18 1 26 5 45 0 0 0
"831" "south-alabama" "2017-12-02" "@" "New Mexico State" "L (17-22)" 40 61 65.6 451 2 23 40 1.7 0 84 491 5.8 23 3 0 26 9 55 0 1 1
"832" "pittsburgh" "2017-09-02" "" "Youngstown State" "W (28-21)" 18 32 56.3 311 2 26 107 4.1 1 58 418 7.2 9 10 0 19 5 45 0 1 1
"833" "pittsburgh" "2017-09-09" "@" "Penn State" "L (14-33)" 15 28 53.6 164 3 24 148 6.2 1 52 312 6 7 6 1 14 1 15 0 1 1
"834" "pittsburgh" "2017-09-16" "" "Oklahoma State" "L (21-59)" 26 37 70.3 572 5 32 131 4.1 2 69 703 10.2 19 7 1 27 4 30 1 1 2
"835" "pittsburgh" "2017-09-23" "@" "Georgia Tech" "L (17-35)" 4 7 57.1 48 0 67 436 6.5 5 74 484 6.5 2 21 2 25 4 18 4 0 4
"836" "pittsburgh" "2017-09-30" "" "Rice" "W (42-10)" 15 32 46.9 222 1 23 55 2.4 0 55 277 5 9 4 1 14 4 37 0 3 3
"837" "pittsburgh" "2017-10-07" "@" "Syracuse" "L (24-27)" 33 49 67.3 365 2 42 135 3.2 1 91 500 5.5 14 9 3 26 9 58 0 0 0
"838" "pittsburgh" "2017-10-14" "" "North Carolina State" "L (17-35)" 14 25 56 198 1 38 248 6.5 3 63 446 7.1 10 8 0 18 3 39 0 0 0
"839" "pittsburgh" "2017-10-21" "@" "Duke" "W (24-17)" 16 34 47.1 283 2 26 76 2.9 0 60 359 6 13 6 3 22 7 32 1 1 2
"840" "pittsburgh" "2017-10-28" "" "Virginia" "W (31-14)" 22 42 52.4 212 2 31 102 3.3 0 73 314 4.3 12 4 4 20 3 45 0 1 1
"841" "pittsburgh" "2017-11-09" "" "North Carolina" "L (31-34)" 21 32 65.6 270 3 32 96 3 0 64 366 5.7 15 5 1 21 7 65 0 0 0
"842" "pittsburgh" "2017-11-18" "@" "Virginia Tech" "L (14-20)" 17 37 45.9 218 1 40 157 3.9 1 77 375 4.9 11 7 0 18 4 25 0 1 1
"843" "pittsburgh" "2017-11-24" "" "Miami (FL)" "W (24-14)" 15 36 41.7 187 2 23 45 2 0 59 232 3.9 9 4 1 14 6 52 1 0 1
"844" "western-kentucky" "2017-09-02" "" "Eastern Kentucky" "W (31-17)" 29 48 60.4 320 2 22 25 1.1 0 70 345 4.9 17 5 0 22 5 65 0 0 0
"845" "western-kentucky" "2017-09-09" "@" "Illinois" "L (7-20)" 14 25 56 107 0 50 193 3.9 1 75 300 4 5 12 2 19 9 95 0 1 1
"846" "western-kentucky" "2017-09-16" "" "Louisiana Tech" "L (22-23)" 22 39 56.4 306 1 30 122 4.1 1 69 428 6.2 14 4 2 20 3 25 0 1 1
"847" "western-kentucky" "2017-09-23" "" "Ball State" "W (33-21)" 18 36 50 267 0 31 107 3.5 3 67 374 5.6 12 5 0 17 4 35 1 2 3
"848" "western-kentucky" "2017-10-07" "@" "Texas-El Paso" "W (15-14)" 12 22 54.5 124 1 36 163 4.5 1 58 287 4.9 5 9 1 15 7 68 0 0 0
"849" "western-kentucky" "2017-10-14" "" "UNC Charlotte" "W (45-14)" 9 19 47.4 61 0 34 248 7.3 2 53 309 5.8 2 6 1 9 6 80 0 1 1
"850" "western-kentucky" "2017-10-20" "@" "Old Dominion" "W (35-31)" 17 25 68 180 0 48 268 5.6 4 73 448 6.1 11 9 0 20 9 84 1 3 4
"851" "western-kentucky" "2017-10-28" "" "Florida Atlantic" "L (28-42)" 10 24 41.7 93 1 55 368 6.7 4 79 461 5.8 3 17 1 21 9 75 0 1 1
"852" "western-kentucky" "2017-11-04" "@" "Vanderbilt" "L (17-31)" 14 21 66.7 220 2 35 174 5 2 56 394 7 12 7 0 19 6 54 1 0 1
"853" "western-kentucky" "2017-11-11" "@" "Marshall" "L (23-30)" 17 28 60.7 190 0 49 144 2.9 2 77 334 4.3 10 11 1 22 7 69 0 1 1
"854" "western-kentucky" "2017-11-17" "" "Middle Tennessee State" "W (41-38)" 27 46 58.7 294 1 33 137 4.2 3 79 431 5.5 13 11 3 27 5 68 1 0 1
"855" "western-kentucky" "2017-11-24" "@" "Florida International" "L (17-41)" 18 27 66.7 251 2 34 122 3.6 2 61 373 6.1 13 5 0 18 2 19 0 0 0
"856" "western-kentucky" "2017-12-16" "N" "Georgia State*" "L (17-27)" 20 28 71.4 276 1 43 143 3.3 2 71 419 5.9 9 10 2 21 4 30 1 0 1
"857" "utah-state" "2017-09-01" "@" "Wisconsin" "L (10-59)" 15 23 65.2 244 3 45 234 5.2 4 68 478 7 12 9 4 25 9 73 2 0 2
"858" "utah-state" "2017-09-07" "" "Idaho State" "W (51-13)" 17 31 54.8 190 1 38 113 3 1 69 303 4.4 8 6 1 15 6 46 0 2 2
"859" "utah-state" "2017-09-16" "@" "Wake Forest" "L (10-46)" 16 27 59.3 297 2 59 291 4.9 3 86 588 6.8 11 13 2 26 8 62 0 0 0
"860" "utah-state" "2017-09-23" "@" "San Jose State" "W (61-10)" 8 22 36.4 54 0 37 108 2.9 0 59 162 2.7 2 8 0 10 9 52 4 1 5
"861" "utah-state" "2017-09-29" "" "Brigham Young" "W (40-24)" 12 29 41.4 186 2 46 210 4.6 0 75 396 5.3 9 11 0 20 8 55 3 4 7
"862" "utah-state" "2017-10-07" "" "Colorado State" "L (14-27)" 22 31 71 293 2 52 216 4.2 1 83 509 6.1 16 10 3 29 8 85 0 0 0
"863" "utah-state" "2017-10-14" "" "Wyoming" "L (23-28)" 18 26 69.2 208 1 36 85 2.4 1 62 293 4.7 8 5 1 14 8 75 0 1 1
"864" "utah-state" "2017-10-21" "@" "Nevada-Las Vegas" "W (52-28)" 13 30 43.3 85 0 53 375 7.1 4 83 460 5.5 3 20 2 25 4 32 1 2 3
"865" "utah-state" "2017-10-28" "" "Boise State" "L (14-41)" 24 34 70.6 370 5 45 163 3.6 0 79 533 6.7 17 7 3 27 9 72 0 0 0
"866" "utah-state" "2017-11-04" "@" "New Mexico" "W (24-10)" 12 22 54.5 75 0 57 265 4.6 1 79 340 4.3 3 17 1 21 9 63 4 0 4
"867" "utah-state" "2017-11-18" "" "Hawaii" "W (38-0)" 19 35 54.3 146 0 47 172 3.7 0 82 318 3.9 7 12 1 20 8 60 1 0 1
"868" "utah-state" "2017-11-25" "@" "Air Force" "L (35-38)" 4 12 33.3 33 0 82 407 5 4 94 440 4.7 3 23 2 28 2 10 0 1 1
"869" "utah-state" "2017-12-29" "N" "New Mexico State*" "L (20-26)" 29 54 53.7 191 1 29 184 6.3 1 83 375 4.5 9 6 1 16 4 45 1 2 3
"870" "oklahoma" "2017-09-02" "" "Texas-El Paso" "W (56-7)" 16 27 59.3 94 0 21 73 3.5 1 48 167 3.5 3 5 3 11 5 50 1 0 1
"871" "oklahoma" "2017-09-09" "@" "Ohio State" "W (31-16)" 19 35 54.3 183 0 34 167 4.9 1 69 350 5.1 9 11 1 21 9 87 0 1 1
"872" "oklahoma" "2017-09-16" "" "Tulane" "W (56-14)" 6 12 50 54 0 62 237 3.8 2 74 291 3.9 3 16 1 20 2 20 1 1 2
"873" "oklahoma" "2017-09-23" "@" "Baylor" "W (49-41)" 33 50 66 463 4 35 60 1.7 0 85 523 6.2 19 2 1 22 6 29 1 0 1
"874" "oklahoma" "2017-10-07" "" "Iowa State" "L (31-38)" 20 27 74.1 368 3 32 81 2.5 1 59 449 7.6 10 6 5 21 3 17 0 0 0
"875" "oklahoma" "2017-10-14" "N" "Texas" "W (29-24)" 21 41 51.2 289 1 39 139 3.6 2 80 428 5.4 13 7 3 23 5 33 0 0 0
"876" "oklahoma" "2017-10-21" "@" "Kansas State" "W (42-35)" 12 14 85.7 144 1 42 268 6.4 4 56 412 7.4 4 13 1 18 2 25 1 1 2
"877" "oklahoma" "2017-10-28" "" "Texas Tech" "W (49-27)" 22 36 61.1 322 4 34 115 3.4 0 70 437 6.2 12 9 3 24 6 63 0 1 1
"878" "oklahoma" "2017-11-04" "@" "Oklahoma State" "W (62-52)" 28 54 51.9 448 5 34 213 6.3 2 88 661 7.5 17 10 5 32 5 40 1 2 3
"879" "oklahoma" "2017-11-11" "" "Texas Christian" "W (38-20)" 14 29 48.3 269 1 32 155 4.8 2 61 424 7 7 10 2 19 7 60 0 0 0
"880" "oklahoma" "2017-11-18" "@" "Kansas" "W (41-3)" 19 34 55.9 123 0 27 32 1.2 0 61 155 2.5 6 2 2 10 5 60 1 1 2
"881" "oklahoma" "2017-11-25" "" "West Virginia" "W (59-31)" 10 20 50 137 0 51 250 4.9 4 71 387 5.5 4 14 6 24 6 39 2 0 2
"882" "oklahoma" "2017-12-02" "N" "Texas Christian" "W (41-17)" 27 37 73 234 2 24 83 3.5 0 61 317 5.2 14 5 1 20 7 70 1 1 2
"883" "oklahoma" "2018-01-01" "N" "Georgia*" "L (48-54)" 20 29 69 210 2 34 317 9.3 5 63 527 8.4 12 8 1 21 6 39 1 0 1
"884" "florida" "2017-09-02" "N" "Michigan" "L (17-33)" 12 26 46.2 218 1 49 215 4.4 1 75 433 5.8 8 10 1 19 7 55 0 2 2
"885" "florida" "2017-09-16" "" "Tennessee" "W (26-20)" 21 39 53.8 259 1 33 183 5.5 1 72 442 6.1 12 9 2 23 7 54 0 3 3
"886" "florida" "2017-09-23" "@" "Kentucky" "W (28-27)" 18 27 66.7 220 3 32 120 3.8 0 59 340 5.8 11 7 3 21 7 55 0 0 0
"887" "florida" "2017-09-30" "" "Vanderbilt" "W (38-24)" 18 40 45 264 3 20 46 2.3 0 60 310 5.2 13 3 1 17 4 38 0 0 0
"888" "florida" "2017-10-07" "" "Louisiana State" "L (16-17)" 9 16 56.3 125 1 48 216 4.5 1 64 341 5.3 4 11 3 18 5 46 0 0 0
"889" "florida" "2017-10-14" "" "Texas A&M" "L (17-19)" 8 24 33.3 180 0 38 83 2.2 1 62 263 4.2 5 5 0 10 7 46 0 1 1
"890" "florida" "2017-10-28" "N" "Georgia" "L (7-42)" 4 7 57.1 101 1 35 292 8.3 4 42 393 9.4 4 10 0 14 7 40 0 1 1
"891" "florida" "2017-11-04" "@" "Missouri" "L (16-45)" 15 21 71.4 228 3 46 227 4.9 3 67 455 6.8 10 12 4 26 7 71 0 1 1
"892" "florida" "2017-11-11" "@" "South Carolina" "L (20-28)" 19 29 65.5 249 0 47 220 4.7 4 76 469 6.2 13 9 2 24 3 26 1 3 4
"893" "florida" "2017-11-18" "" "Alabama-Birmingham" "W (36-7)" 14 20 70 177 1 18 3 0.2 0 38 180 4.7 7 1 0 8 3 15 2 2 4
"894" "florida" "2017-11-25" "" "Florida State" "L (22-38)" 10 21 47.6 128 2 34 88 2.6 1 55 216 3.9 5 5 2 12 7 55 0 1 1
"895" "louisville" "2017-09-02" "N" "Purdue" "W (35-28)" 33 57 57.9 293 4 21 51 2.4 0 78 344 4.4 17 5 3 25 6 69 1 3 4
"896" "louisville" "2017-09-09" "@" "North Carolina" "W (47-35)" 29 38 76.3 384 3 23 17 0.7 1 61 401 6.6 18 0 2 20 5 50 0 0 0
"897" "louisville" "2017-09-16" "" "Clemson" "L (21-47)" 23 33 69.7 316 1 48 297 6.2 4 81 613 7.6 12 13 0 25 4 30 0 0 0
"898" "louisville" "2017-09-23" "" "Kent State" "W (42-3)" 2 5 40 11 0 54 139 2.6 0 59 150 2.5 0 10 1 11 5 45 2 1 3
"899" "louisville" "2017-09-30" "" "Murray State" "W (55-10)" 10 21 47.6 61 0 22 19 0.9 0 43 80 1.9 4 0 1 5 4 59 1 0 1
"900" "louisville" "2017-10-05" "@" "North Carolina State" "L (25-39)" 20 32 62.5 367 1 39 153 3.9 3 71 520 7.3 14 7 2 23 6 50 1 0 1
"901" "louisville" "2017-10-14" "" "Boston College" "L (42-45)" 12 28 42.9 191 1 59 364 6.2 5 87 555 6.4 11 16 0 27 1 10 0 1 1
"902" "louisville" "2017-10-21" "@" "Florida State" "W (31-28)" 16 28 57.1 248 2 38 155 4.1 0 66 403 6.1 12 10 1 23 4 40 1 2 3
"903" "louisville" "2017-10-28" "@" "Wake Forest" "L (32-42)" 28 34 82.4 461 5 39 164 4.2 1 73 625 8.6 16 10 0 26 6 55 1 0 1
"904" "louisville" "2017-11-11" "" "Virginia" "W (38-21)" 19 36 52.8 214 1 28 63 2.3 2 64 277 4.3 11 4 1 16 8 73 1 1 2
"905" "louisville" "2017-11-18" "" "Syracuse" "W (56-10)" 13 34 38.2 138 0 45 197 4.4 1 79 335 4.2 8 12 2 22 7 52 0 4 4
"906" "louisville" "2017-11-25" "@" "Kentucky" "W (44-17)" 8 19 42.1 110 0 43 228 5.3 2 62 338 5.5 6 13 1 20 7 86 0 0 0
"907" "louisville" "2017-12-30" "N" "Mississippi State*" "L (27-31)" 11 20 55 127 0 55 277 5 4 75 404 5.4 4 18 1 23 11 100 2 1 3
"908" "central-michigan" "2017-08-31" "" "Rhode Island" "W (30-27)" 21 40 52.5 284 3 31 108 3.5 0 71 392 5.5 8 4 3 15 10 75 0 6 6
"909" "central-michigan" "2017-09-09" "@" "Kansas" "W (45-27)" 32 62 51.6 323 0 34 147 4.3 3 96 470 4.9 20 7 2 29 9 65 0 2 2
"910" "central-michigan" "2017-09-16" "@" "Syracuse" "L (17-41)" 19 35 54.3 279 2 44 300 6.8 2 79 579 7.3 9 7 2 18 9 104 2 1 3
"911" "central-michigan" "2017-09-23" "" "Miami (OH)" "L (14-31)" 11 19 57.9 217 2 40 177 4.4 2 59 394 6.7 9 7 4 20 10 90 0 0 0
"912" "central-michigan" "2017-09-30" "@" "Boston College" "L (8-28)" 14 21 66.7 85 1 53 224 4.2 3 74 309 4.2 4 10 3 17 6 43 2 0 2
"913" "central-michigan" "2017-10-07" "@" "Ohio" "W (26-23)" 17 31 54.8 160 0 39 190 4.9 3 70 350 5 9 12 1 22 5 28 3 1 4
"914" "central-michigan" "2017-10-14" "" "Toledo" "L (10-30)" 10 18 55.6 89 0 56 310 5.5 4 74 399 5.4 5 12 0 17 4 30 0 0 0
"915" "central-michigan" "2017-10-21" "@" "Ball State" "W (56-9)" 20 34 58.8 127 0 41 81 2 0 75 208 2.8 5 7 2 14 5 60 1 0 1
"916" "central-michigan" "2017-11-01" "@" "Western Michigan" "W (35-28)" 6 18 33.3 42 0 54 315 5.8 4 72 357 5 2 14 1 17 6 54 3 1 4
"917" "central-michigan" "2017-11-08" "" "Eastern Michigan" "W (42-30)" 23 39 59 204 2 36 124 3.4 1 75 328 4.4 9 10 3 22 4 25 0 5 5
"918" "central-michigan" "2017-11-14" "@" "Kent State" "W (42-23)" 16 30 53.3 320 2 47 174 3.7 1 77 494 6.4 12 12 1 25 10 109 1 1 2
"919" "central-michigan" "2017-11-24" "" "Northern Illinois" "W (31-24)" 20 36 55.6 128 1 40 137 3.4 1 76 265 3.5 8 9 2 19 7 60 0 2 2
"920" "central-michigan" "2017-12-22" "N" "Wyoming*" "L (14-37)" 11 19 57.9 154 3 42 121 2.9 0 61 275 4.5 8 6 1 15 5 49 0 0 0
"921" "colorado-state" "2017-08-26" "" "Oregon State" "W (58-27)" 27 47 57.4 304 2 29 152 5.2 1 76 456 6 17 6 0 23 3 21 2 3 5
"922" "colorado-state" "2017-09-01" "N" "Colorado" "L (3-17)" 21 29 72.4 202 1 36 145 4 1 65 347 5.3 9 7 3 19 7 59 0 2 2
"923" "colorado-state" "2017-09-09" "" "Abilene Christian" "W (38-10)" 26 45 57.8 276 0 26 77 3 0 71 353 5 12 4 3 19 6 55 0 2 2
"924" "colorado-state" "2017-09-16" "@" "Alabama" "L (23-41)" 13 21 61.9 248 2 39 239 6.1 3 60 487 8.1 10 12 1 23 4 45 0 0 0
"925" "colorado-state" "2017-09-30" "@" "Hawaii" "W (51-21)" 31 47 66 362 2 21 150 7.1 1 68 512 7.5 15 6 0 21 7 41 1 0 1
"926" "colorado-state" "2017-10-07" "@" "Utah State" "W (27-14)" 18 34 52.9 149 1 29 63 2.2 0 63 212 3.4 5 5 3 14 7 73 0 0 0
"927" "colorado-state" "2017-10-14" "" "Nevada" "W (44-42)" 25 42 59.5 508 5 31 56 1.8 1 73 564 7.7 16 4 3 23 3 30 0 0 0
"928" "colorado-state" "2017-10-20" "@" "New Mexico" "W (27-24)" 7 19 36.8 132 1 47 320 6.8 2 66 452 6.8 4 13 4 21 12 105 1 0 1
"929" "colorado-state" "2017-10-28" "" "Air Force" "L (28-45)" 2 4 50 64 1 74 413 5.6 4 78 477 6.1 1 26 3 30 4 28 0 1 1
"930" "colorado-state" "2017-11-04" "@" "Wyoming" "L (13-16)" 10 20 50 138 0 34 156 4.6 1 54 294 5.4 9 8 1 18 1 5 1 0 1
"931" "colorado-state" "2017-11-11" "" "Boise State" "L (52-59)" 23 45 51.1 331 4 39 310 7.9 4 84 641 7.6 18 14 1 33 6 54 1 1 2
"932" "colorado-state" "2017-11-18" "" "San Jose State" "W (42-14)" 17 33 51.5 208 0 33 131 4 2 66 339 5.1 8 6 2 16 2 10 0 1 1
"933" "colorado-state" "2017-12-16" "N" "Marshall*" "L (28-31)" 17 32 53.1 262 2 33 239 7.2 2 65 501 7.7 10 8 0 18 11 107 0 2 2
"934" "akron" "2017-09-02" "@" "Penn State" "L (0-52)" 21 31 67.7 322 2 34 247 7.3 4 65 569 8.8 14 7 3 24 5 45 0 1 1
"935" "akron" "2017-09-09" "" "Arkansas-Pine Bluff" "W (52-3)" 14 25 56 127 0 34 41 1.2 0 59 168 2.8 5 3 4 12 7 70 0 2 2
"936" "akron" "2017-09-16" "" "Iowa State" "L (14-41)" 24 33 72.7 317 2 37 191 5.2 3 70 508 7.3 12 7 4 23 7 72 0 0 0
"937" "akron" "2017-09-23" "@" "Troy" "L (17-22)" 28 42 66.7 314 1 28 181 6.5 2 70 495 7.1 15 6 3 24 16 159 1 0 1
"938" "akron" "2017-09-30" "@" "Bowling Green State" "W (34-23)" 25 39 64.1 195 2 41 181 4.4 1 80 376 4.7 6 11 0 17 8 77 2 2 4
"939" "akron" "2017-10-07" "" "Ball State" "W (31-3)" 24 46 52.2 221 0 44 155 3.5 0 90 376 4.2 11 11 0 22 1 15 0 3 3
"940" "akron" "2017-10-15" "@" "Western Michigan" "W (14-13)" 17 29 58.6 182 1 53 244 4.6 0 82 426 5.2 7 17 2 26 6 62 0 1 1
"941" "akron" "2017-10-21" "@" "Toledo" "L (21-48)" 18 28 64.3 323 5 43 303 7 1 71 626 8.8 15 20 0 35 11 104 0 1 1
"942" "akron" "2017-10-28" "" "Buffalo" "W (21-20)" 34 50 68 313 0 34 141 4.1 2 84 454 5.4 17 9 2 28 4 31 0 1 1
"943" "akron" "2017-11-07" "@" "Miami (OH)" "L (14-24)" 19 32 59.4 235 3 31 189 6.1 0 63 424 6.7 13 10 3 26 4 40 0 2 2
"944" "akron" "2017-11-14" "" "Ohio" "W (37-34)" 10 23 43.5 113 1 43 282 6.6 3 66 395 6 5 12 6 23 2 19 1 2 3
"945" "akron" "2017-11-21" "" "Kent State" "W (24-14)" 9 19 47.4 85 1 45 161 3.6 1 64 246 3.8 4 8 1 13 9 84 1 2 3
"946" "akron" "2017-12-02" "N" "Toledo" "L (28-45)" 23 37 62.2 307 4 39 254 6.5 2 76 561 7.4 14 11 1 26 4 43 3 2 5
"947" "akron" "2017-12-19" "@" "Florida Atlantic*" "L (3-50)" 19 26 73.1 270 2 60 312 5.2 5 86 582 6.8 8 19 2 29 6 52 0 0 0
"948" "colorado" "2017-09-01" "N" "Colorado State" "W (17-3)" 24 47 51.1 309 0 33 88 2.7 0 80 397 5 15 7 1 23 10 120 1 2 3
"949" "colorado" "2017-09-09" "" "Texas State" "W (37-3)" 8 18 44.4 127 0 47 156 3.3 0 65 283 4.4 6 6 0 12 2 16 1 1 2
"950" "colorado" "2017-09-16" "" "Northern Colorado" "W (41-21)" 20 37 54.1 202 3 31 71 2.3 0 68 273 4 6 6 6 18 7 60 1 1 2
"951" "colorado" "2017-09-23" "" "Washington" "L (10-37)" 11 21 52.4 160 1 39 254 6.5 3 60 414 6.9 8 11 1 20 3 20 0 1 1
"952" "colorado" "2017-09-30" "@" "UCLA" "L (23-27)" 28 45 62.2 372 1 35 95 2.7 2 80 467 5.8 16 9 0 25 9 85 0 1 1
"953" "colorado" "2017-10-07" "" "Arizona" "L (42-45)" 12 14 85.7 154 1 40 416 10.4 5 54 570 10.6 6 15 4 25 2 10 1 0 1
"954" "colorado" "2017-10-14" "@" "Oregon State" "W (36-33)" 20 37 54.1 289 0 46 280 6.1 3 83 569 6.9 14 16 0 30 9 79 0 1 1
"955" "colorado" "2017-10-21" "@" "Washington State" "L (0-28)" 20 43 46.5 212 3 35 194 5.5 1 78 406 5.2 10 10 1 21 6 70 2 0 2
"956" "colorado" "2017-10-28" "" "California" "W (44-28)" 30 53 56.6 374 4 25 61 2.4 0 78 435 5.6 16 8 2 26 4 35 0 1 1
"957" "colorado" "2017-11-04" "@" "Arizona State" "L (30-41)" 18 34 52.9 202 2 54 381 7.1 3 88 583 6.6 8 18 1 27 1 5 0 0 0
"958" "colorado" "2017-11-11" "" "Southern California" "L (24-38)" 21 34 61.8 329 2 38 193 5.1 2 72 522 7.3 13 9 1 23 9 79 0 0 0
"959" "colorado" "2017-11-25" "@" "Utah" "L (13-34)" 15 24 62.5 181 0 52 310 6 4 76 491 6.5 9 18 2 29 2 22 0 0 0
"960" "kentucky" "2017-09-02" "@" "Southern Mississippi" "W (24-17)" 22 40 55 309 2 38 55 1.4 0 78 364 4.7 10 7 2 19 8 69 3 0 3
"961" "kentucky" "2017-09-09" "" "Eastern Kentucky" "W (27-16)" 31 43 72.1 256 1 20 62 3.1 1 63 318 5 11 5 1 17 11 90 1 1 2
"962" "kentucky" "2017-09-16" "@" "South Carolina" "W (23-13)" 24 37 64.9 304 2 20 54 2.7 0 57 358 6.3 11 3 0 14 7 45 0 2 2
"963" "kentucky" "2017-09-23" "" "Florida" "L (27-28)" 17 27 63 209 2 36 186 5.2 2 63 395 6.3 10 9 1 20 8 72 0 1 1
"964" "kentucky" "2017-09-30" "" "Eastern Michigan" "W (24-20)" 27 47 57.4 299 2 27 13 0.5 1 74 312 4.2 17 2 1 20 5 50 1 2 3
"965" "kentucky" "2017-10-07" "" "Missouri" "W (40-34)" 22 43 51.2 355 3 33 213 6.5 1 76 568 7.5 11 13 0 24 7 55 2 0 2
"966" "kentucky" "2017-10-21" "@" "Mississippi State" "L (7-45)" 19 27 70.4 159 1 48 282 5.9 4 75 441 5.9 7 16 2 25 5 55 0 0 0
"967" "kentucky" "2017-10-28" "" "Tennessee" "W (29-26)" 18 23 78.3 242 0 55 203 3.7 2 78 445 5.7 12 13 2 27 9 54 0 0 0
"968" "kentucky" "2017-11-04" "" "Mississippi" "L (34-37)" 31 41 75.6 382 4 26 91 3.5 0 67 473 7.1 18 7 0 25 7 65 0 0 0
"969" "kentucky" "2017-11-11" "@" "Vanderbilt" "W (44-21)" 30 43 69.8 308 1 20 60 3 2 63 368 5.8 15 3 3 21 4 48 0 4 4
"970" "kentucky" "2017-11-18" "@" "Georgia" "L (13-42)" 9 14 64.3 123 1 44 381 8.7 5 58 504 8.7 7 17 1 25 7 59 0 1 1
"971" "kentucky" "2017-11-25" "" "Louisville" "L (17-44)" 15 21 71.4 216 2 43 346 8 3 64 562 8.8 11 16 5 32 6 55 0 0 0
"972" "kentucky" "2017-12-29" "N" "Northwestern*" "L (23-24)" 9 21 42.9 109 0 56 333 5.9 2 77 442 5.7 5 13 2 20 7 70 0 0 0
"973" "rutgers" "2017-09-01" "" "Washington" "L (14-30)" 17 30 56.7 284 2 24 84 3.5 0 54 368 6.8 12 5 0 17 6 56 0 0 0
"974" "rutgers" "2017-09-09" "" "Eastern Michigan" "L (13-16)" 19 37 51.4 260 1 35 114 3.3 0 72 374 5.2 13 4 2 19 9 93 1 0 1
"975" "rutgers" "2017-09-16" "" "Morgan State" "W (65-0)" 8 23 34.8 65 0 37 80 2.2 0 60 145 2.4 5 0 1 6 7 58 1 3 4
"976" "rutgers" "2017-09-23" "@" "Nebraska" "L (17-27)" 13 26 50 109 2 47 197 4.2 1 73 306 4.2 8 11 2 21 6 46 0 2 2
"977" "rutgers" "2017-09-30" "" "Ohio State" "L (0-56)" 20 31 64.5 353 4 36 278 7.7 4 67 631 9.4 11 11 2 24 10 106 0 0 0
"978" "rutgers" "2017-10-14" "@" "Illinois" "W (35-24)" 20 38 52.6 308 2 29 86 3 1 67 394 5.9 13 4 1 18 8 68 1 2 3
"979" "rutgers" "2017-10-21" "" "Purdue" "W (14-12)" 23 44 52.3 195 1 41 279 6.8 0 85 474 5.6 10 13 2 25 9 55 0 2 2
"980" "rutgers" "2017-10-28" "@" "Michigan" "L (14-35)" 13 20 65 137 1 51 334 6.5 4 71 471 6.6 9 16 0 25 3 25 0 1 1
"981" "rutgers" "2017-11-04" "N" "Maryland" "W (31-24)" 19 32 59.4 218 1 37 167 4.5 2 69 385 5.6 11 6 3 20 10 65 0 1 1
"982" "rutgers" "2017-11-11" "@" "Penn State" "L (6-35)" 16 21 76.2 214 2 31 90 2.9 3 52 304 5.8 11 6 1 18 4 20 0 0 0
