"Team" "Date" "" "Opponent" "Result" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "Tot"
"647" "buffalo" "2017-09-30" "@" "Kent State" "W (27-13)" 11 18 61.1 142 1 44 235 5.3 3 62 377 6.1 6 7 5 18 6 56 0 1 1
"747" "buffalo" "2017-10-07" "" "Western Michigan" "L (68-71)" 35 61 57.4 597 7 33 86 2.6 2 94 683 7.3 19 6 5 30 8 64 2 0 2
"847" "buffalo" "2017-10-14" "" "Northern Illinois" "L (13-14)" 21 34 61.8 344 1 27 39 1.4 0 61 383 6.3 11 2 2 15 8 77 0 1 1
"947" "buffalo" "2017-10-21" "@" "Miami (OH)" "L (14-24)" 17 41 41.5 202 2 25 69 2.8 0 66 271 4.1 10 2 2 14 5 50 1 1 2
"1047" "buffalo" "2017-10-28" "@" "Akron" "L (20-21)" 34 50 68 313 0 34 141 4.1 2 84 454 5.4 17 9 2 28 4 31 0 1 1
"1147" "buffalo" "2017-11-07" "" "Bowling Green State" "W (38-28)" 23 37 62.2 406 3 40 176 4.4 2 77 582 7.6 16 8 2 26 6 51 2 0 2
"1247" "buffalo" "2017-11-16" "@" "Ball State" "W (40-24)" 16 28 57.1 350 4 39 215 5.5 1 67 565 8.4 14 11 1 26 5 47 0 1 1
"1346" "buffalo" "2017-11-24" "" "Ohio" "W (31-24)" 19 30 63.3 294 2 26 56 2.2 1 56 350 6.3 12 3 1 16 4 39 0 0 0
"248" "georgia-state" "2017-08-31" "" "Tennessee State" "L (10-17)" 18 23 78.3 224 1 28 51 1.8 0 51 275 5.4 8 2 4 14 6 51 3 1 4
"348" "georgia-state" "2017-09-16" "@" "Penn State" "L (0-56)" 18 32 56.3 170 0 49 150 3.1 0 81 320 4 9 10 2 21 3 25 2 3 5
"448" "georgia-state" "2017-09-23" "@" "UNC Charlotte" "W (28-0)" 26 37 70.3 250 1 40 119 3 2 77 369 4.8 13 9 0 22 1 5 0 0 0
"548" "georgia-state" "2017-10-07" "@" "Coastal Carolina" "W (27-21)" 18 30 60 273 1 40 91 2.3 2 70 364 5.2 12 7 3 22 6 45 0 1 1
"648" "georgia-state" "2017-10-14" "@" "Louisiana-Monroe" "W (47-37)" 26 35 74.3 446 4 41 224 5.5 2 76 670 8.8 18 13 0 31 8 72 0 0 0
"748" "georgia-state" "2017-10-21" "" "Troy" "L (10-34)" 25 40 62.5 255 1 33 52 1.6 0 73 307 4.2 10 6 0 16 2 20 0 1 1
"848" "georgia-state" "2017-10-26" "" "South Alabama" "W (21-13)" 17 31 54.8 195 2 32 118 3.7 1 63 313 5 10 4 2 16 7 63 1 0 1
"948" "georgia-state" "2017-11-04" "@" "Georgia Southern" "W (21-17)" 22 37 59.5 319 2 24 49 2 0 61 368 6 12 2 1 15 10 99 0 1 1
"1048" "georgia-state" "2017-11-11" "@" "Texas State" "W (33-30)" 26 40 65 368 2 41 162 4 1 81 530 6.5 11 10 0 21 7 64 2 0 2
"1148" "georgia-state" "2017-11-25" "" "Appalachian State" "L (10-31)" 22 35 62.9 201 0 26 91 3.5 1 61 292 4.8 8 4 2 14 6 75 0 1 1
"1248" "georgia-state" "2017-12-02" "" "Idaho" "L (10-24)" 27 45 60 271 0 39 164 4.2 1 84 435 5.2 16 9 1 26 2 20 3 1 4
"1347" "georgia-state" "2017-12-16" "N" "Western Kentucky*" "W (27-17)" 20 28 71.4 276 1 43 143 3.3 2 71 419 5.9 9 10 2 21 4 30 1 0 1
"249" "kansas-state" "2017-09-02" "" "Central Arkansas" "W (55-19)" 10 16 62.5 333 4 31 186 6 2 47 519 11 8 8 0 16 6 58 0 0 0
"349" "kansas-state" "2017-09-09" "" "UNC Charlotte" "W (55-7)" 17 23 73.9 189 0 51 304 6 5 74 493 6.7 12 15 1 28 5 44 0 0 0
"449" "kansas-state" "2017-09-16" "@" "Vanderbilt" "L (7-14)" 10 28 35.7 76 0 35 201 5.7 1 63 277 4.4 3 10 0 13 7 68 0 2 2
"549" "kansas-state" "2017-09-30" "" "Baylor" "W (33-20)" 7 17 41.2 119 1 43 225 5.2 2 60 344 5.7 6 13 0 19 6 45 1 0 1
"649" "kansas-state" "2017-10-07" "@" "Texas" "L (34-40)" 14 23 60.9 254 2 39 140 3.6 2 62 394 6.4 8 7 1 16 7 70 0 1 1
"749" "kansas-state" "2017-10-14" "" "Texas Christian" "L (6-26)" 11 30 36.7 146 0 29 70 2.4 0 59 216 3.7 6 3 1 10 5 38 1 0 1
"849" "kansas-state" "2017-10-21" "" "Oklahoma" "L (35-42)" 12 14 85.7 144 1 42 268 6.4 4 56 412 7.4 4 13 1 18 2 25 1 1 2
"949" "kansas-state" "2017-10-28" "@" "Kansas" "W (30-20)" 8 13 61.5 138 0 43 202 4.7 2 56 340 6.1 4 11 0 15 6 35 1 0 1
"1049" "kansas-state" "2017-11-04" "@" "Texas Tech" "W (42-35)" 18 28 64.3 263 2 36 145 4 2 64 408 6.4 14 6 4 24 6 46 0 1 1
"1149" "kansas-state" "2017-11-11" "" "West Virginia" "L (23-28)" 13 26 50 159 0 42 173 4.1 2 68 332 4.9 6 7 1 14 5 61 0 2 2
"1249" "kansas-state" "2017-11-18" "@" "Oklahoma State" "W (45-40)" 10 13 76.9 204 3 49 217 4.4 2 62 421 6.8 7 10 1 18 6 41 1 0 1
"1348" "kansas-state" "2017-11-25" "" "Iowa State" "W (20-19)" 16 22 72.7 155 2 30 109 3.6 1 52 264 5.1 7 4 1 12 4 45 0 0 0
"1441" "kansas-state" "2017-12-26" "N" "UCLA*" "W (35-17)" 10 17 58.8 79 1 49 344 7 4 66 423 6.4 4 14 3 21 2 20 0 1 1
"250" "north-carolina-state" "2017-09-02" "N" "South Carolina" "L (28-35)" 45 64 70.3 415 2 35 89 2.5 2 99 504 5.1 21 7 1 29 8 65 2 0 2
"350" "north-carolina-state" "2017-09-09" "" "Marshall" "W (37-20)" 29 36 80.6 341 3 33 144 4.4 2 69 485 7 14 7 2 23 3 33 0 0 0
"450" "north-carolina-state" "2017-09-16" "" "Furman" "W (49-16)" 24 30 80 248 1 39 242 6.2 5 69 490 7.1 12 13 0 25 5 50 0 0 0
"550" "north-carolina-state" "2017-09-23" "@" "Florida State" "W (27-21)" 23 33 69.7 255 2 37 110 3 1 70 365 5.2 11 6 4 21 6 41 0 0 0
"650" "north-carolina-state" "2017-09-30" "" "Syracuse" "W (33-25)" 21 34 61.8 206 1 47 256 5.4 3 81 462 5.7 11 15 3 29 6 49 0 0 0
"750" "north-carolina-state" "2017-10-05" "" "Louisville" "W (39-25)" 20 32 62.5 367 1 39 153 3.9 3 71 520 7.3 14 7 2 23 6 50 1 0 1
"850" "north-carolina-state" "2017-10-14" "@" "Pittsburgh" "W (35-17)" 14 25 56 198 1 38 248 6.5 3 63 446 7.1 10 8 0 18 3 39 0 0 0
"950" "north-carolina-state" "2017-10-28" "@" "Notre Dame" "L (14-35)" 17 37 45.9 213 1 24 50 2.1 0 61 263 4.3 9 4 1 14 12 89 0 1 1
"1050" "north-carolina-state" "2017-11-04" "" "Clemson" "L (31-38)" 31 50 62 338 3 34 153 4.5 1 84 491 5.8 14 12 1 27 6 69 0 2 2
"1150" "north-carolina-state" "2017-11-11" "@" "Boston College" "W (17-14)" 13 32 40.6 146 0 41 221 5.4 2 73 367 5 9 8 0 17 2 10 1 1 2
"1250" "north-carolina-state" "2017-11-18" "@" "Wake Forest" "L (24-30)" 34 52 65.4 327 1 42 175 4.2 2 94 502 5.3 16 10 2 28 5 64 2 1 3
"1349" "north-carolina-state" "2017-11-25" "" "North Carolina" "W (33-21)" 20 30 66.7 204 0 45 292 6.5 5 75 496 6.6 8 12 5 25 11 108 0 1 1
"1442" "north-carolina-state" "2017-12-29" "N" "Arizona State*" "W (52-31)" 24 29 82.8 318 1 41 169 4.1 6 70 487 7 13 10 1 24 5 54 1 0 1
"251" "indiana" "2017-08-31" "" "Ohio State" "L (21-49)" 42 68 61.8 420 3 27 17 0.6 0 95 437 4.6 22 1 2 25 5 33 1 2 3
"351" "indiana" "2017-09-09" "@" "Virginia" "W (34-17)" 19 30 63.3 197 2 41 111 2.7 1 71 308 4.3 11 7 1 19 7 78 0 1 1
"451" "indiana" "2017-09-23" "" "Georgia Southern" "W (52-17)" 11 22 50 185 2 47 282 6 3 69 467 6.8 5 12 3 20 5 30 0 0 0
"551" "indiana" "2017-09-30" "@" "Penn State" "L (14-45)" 15 32 46.9 175 1 47 177 3.8 1 79 352 4.5 8 10 1 19 2 20 3 1 4
"651" "indiana" "2017-10-07" "" "Charleston Southern" "W (27-0)" 32 41 78 321 2 45 157 3.5 1 86 478 5.6 15 9 1 25 7 60 2 1 3
"751" "indiana" "2017-10-14" "" "Michigan" "L (20-27)" 21 43 48.8 198 1 29 80 2.8 1 72 278 3.9 8 3 3 14 5 55 0 2 2
"851" "indiana" "2017-10-21" "@" "Michigan State" "L (9-17)" 22 34 64.7 158 0 35 94 2.7 0 69 252 3.7 8 3 3 14 10 115 0 0 0
"951" "indiana" "2017-10-28" "@" "Maryland" "L (39-42)" 43 62 69.4 410 5 35 73 2.1 0 97 483 5 21 7 7 35 7 70 0 1 1
"1051" "indiana" "2017-11-04" "" "Wisconsin" "L (17-45)" 20 34 58.8 226 2 21 40 1.9 0 55 266 4.8 9 5 2 16 10 98 1 2 3
"1151" "indiana" "2017-11-11" "@" "Illinois" "W (24-14)" 32 48 66.7 289 2 42 139 3.3 1 90 428 4.8 13 7 2 22 5 49 0 1 1
"1251" "indiana" "2017-11-18" "" "Rutgers" "W (41-0)" 17 28 60.7 236 2 48 267 5.6 3 76 503 6.6 11 11 1 23 1 15 0 1 1
"1350" "indiana" "2017-11-25" "@" "Purdue" "L (24-31)" 32 60 53.3 373 3 32 124 3.9 0 92 497 5.4 13 5 2 20 7 84 0 1 1
"252" "central-florida" "2017-08-31" "" "Florida International" "W (61-17)" 26 33 78.8 439 4 45 157 3.5 4 78 596 7.6 14 9 8 31 9 65 1 1 2
"352" "central-florida" "2017-09-23" "@" "Maryland" "W (38-10)" 18 30 60 178 1 39 250 6.4 3 69 428 6.2 8 8 2 18 11 106 0 0 0
"452" "central-florida" "2017-09-30" "" "Memphis" "W (40-13)" 19 31 61.3 253 3 49 350 7.1 2 80 603 7.5 10 16 1 27 12 109 0 1 1
"552" "central-florida" "2017-10-07" "@" "Cincinnati" "W (51-23)" 16 19 84.2 374 5 21 141 6.7 2 40 515 12.9 14 5 4 23 8 44 0 0 0
"652" "central-florida" "2017-10-14" "" "East Carolina" "W (63-21)" 25 31 80.6 365 2 41 235 5.7 5 72 600 8.3 16 14 3 33 10 74 1 0 1
"752" "central-florida" "2017-10-21" "@" "Navy" "W (31-21)" 16 24 66.7 236 1 42 247 5.9 3 66 483 7.3 11 10 1 22 7 55 0 1 1
"852" "central-florida" "2017-10-28" "" "Austin Peay" "W (73-33)" 28 31 90.3 347 3 36 142 3.9 5 67 489 7.3 16 8 3 27 8 81 0 0 0
"952" "central-florida" "2017-11-04" "@" "Southern Methodist" "W (31-24)" 23 40 57.5 412 1 36 203 5.6 3 76 615 8.1 14 8 1 23 5 32 1 2 3
"1052" "central-florida" "2017-11-11" "" "Connecticut" "W (49-24)" 25 38 65.8 346 3 35 173 4.9 4 73 519 7.1 12 7 3 22 10 84 1 0 1
"1152" "central-florida" "2017-11-18" "@" "Temple" "W (45-19)" 18 28 64.3 254 4 40 130 3.3 2 68 384 5.6 9 7 1 17 7 55 0 0 0
"1252" "central-florida" "2017-11-24" "" "South Florida" "W (49-42)" 29 44 65.9 373 4 41 160 3.9 2 85 533 6.3 17 10 5 32 6 38 0 1 1
"1351" "central-florida" "2017-12-02" "" "Memphis" "W (62-55)" 28 40 70 494 5 39 232 5.9 3 79 726 9.2 18 9 5 32 8 68 1 3 4
"1443" "central-florida" "2018-01-01" "N" "Auburn*" "W (34-27)" 16 35 45.7 242 2 36 169 4.7 1 71 411 5.8 11 9 0 20 8 74 1 0 1
"253" "louisiana-tech" "2017-09-02" "" "Northwestern State" "W (52-24)" 18 35 51.4 276 2 37 221 6 3 72 497 6.9 12 9 1 22 5 50 3 0 3
"353" "louisiana-tech" "2017-09-09" "" "Mississippi State" "L (21-57)" 13 30 43.3 163 1 50 152 3 1 80 315 3.9 5 12 3 20 3 28 2 1 3
"453" "louisiana-tech" "2017-09-16" "@" "Western Kentucky" "W (23-22)" 22 39 56.4 306 1 30 122 4.1 1 69 428 6.2 14 4 2 20 3 25 0 1 1
"553" "louisiana-tech" "2017-09-23" "@" "South Carolina" "L (16-17)" 23 33 69.7 281 1 28 80 2.9 0 61 361 5.9 12 4 1 17 3 18 0 1 1
"653" "louisiana-tech" "2017-09-30" "" "South Alabama" "W (34-16)" 24 39 61.5 317 3 33 162 4.9 1 72 479 6.7 13 12 1 26 3 11 1 0 1
"753" "louisiana-tech" "2017-10-07" "@" "Alabama-Birmingham" "L (22-23)" 17 29 58.6 209 2 34 154 4.5 1 63 363 5.8 10 9 2 21 10 95 0 0 0
"853" "louisiana-tech" "2017-10-21" "" "Southern Mississippi" "L (27-34)" 11 28 39.3 194 0 34 161 4.7 2 62 355 5.7 6 8 0 15 4 30 1 1 2
"953" "louisiana-tech" "2017-10-28" "@" "Rice" "W (42-28)" 21 32 65.6 237 1 39 180 4.6 4 71 417 5.9 13 10 1 24 4 25 0 0 0
"1053" "louisiana-tech" "2017-11-04" "" "North Texas" "L (23-24)" 16 28 57.1 168 0 41 147 3.6 2 69 315 4.6 9 7 3 19 5 37 0 0 0
"1153" "louisiana-tech" "2017-11-11" "" "Florida Atlantic" "L (23-48)" 30 51 58.8 326 1 45 186 4.1 1 96 512 5.3 20 10 2 32 5 58 0 0 0
"1253" "louisiana-tech" "2017-11-18" "@" "Texas-El Paso" "W (42-21)" 15 28 53.6 203 2 49 343 7 3 77 546 7.1 7 19 2 28 8 70 2 0 2
"1352" "louisiana-tech" "2017-11-25" "" "Texas-San Antonio" "W (20-6)" 7 21 33.3 101 0 37 193 5.2 2 58 294 5.1 6 10 3 19 3 30 1 1 2
"1444" "louisiana-tech" "2017-12-20" "N" "Southern Methodist*" "W (51-10)" 16 27 59.3 216 3 38 141 3.7 1 65 357 5.5 8 7 3 18 5 50 0 0 0
"254" "alabama-birmingham" "2017-09-02" "" "Alabama A&M" "W (38-7)" 12 22 54.5 165 2 58 259 4.5 2 80 424 5.3 8 14 1 23 8 85 1 0 1
"354" "alabama-birmingham" "2017-09-09" "@" "Ball State" "L (31-51)" 15 24 62.5 168 0 49 336 6.9 4 73 504 6.9 7 16 1 24 9 81 2 0 2
"454" "alabama-birmingham" "2017-09-16" "" "Coastal Carolina" "W (30-23)" 8 15 53.3 105 0 47 169 3.6 4 62 274 4.4 5 11 2 18 5 70 1 0 1
"554" "alabama-birmingham" "2017-09-23" "@" "North Texas" "L (43-46)" 17 36 47.2 321 4 36 74 2.1 2 72 395 5.5 10 5 1 16 7 49 1 1 2
"654" "alabama-birmingham" "2017-10-07" "" "Louisiana Tech" "W (23-22)" 21 32 65.6 188 0 36 178 4.9 3 68 366 5.4 10 10 2 22 8 57 0 0 0
"754" "alabama-birmingham" "2017-10-14" "" "Middle Tennessee State" "W (25-23)" 16 31 51.6 174 1 44 260 5.9 2 75 434 5.8 7 11 3 21 8 73 0 1 1
"854" "alabama-birmingham" "2017-10-21" "@" "UNC Charlotte" "L (24-25)" 21 29 72.4 182 1 33 162 4.9 2 62 344 5.5 6 9 3 18 4 30 2 0 2
"954" "alabama-birmingham" "2017-10-28" "@" "Southern Mississippi" "W (30-12)" 16 29 55.2 208 1 49 209 4.3 2 78 417 5.3 9 10 2 21 5 50 0 0 0
"1054" "alabama-birmingham" "2017-11-04" "" "Rice" "W (52-21)" 20 21 95.2 197 3 36 242 6.7 3 57 439 7.7 9 11 1 21 1 15 0 0 0
"1154" "alabama-birmingham" "2017-11-11" "@" "Texas-San Antonio" "W (24-19)" 8 13 61.5 49 1 53 216 4.1 2 66 265 4 4 12 0 16 6 61 1 1 2
"1254" "alabama-birmingham" "2017-11-18" "@" "Florida" "L (7-36)" 14 20 70 177 1 18 3 0.2 0 38 180 4.7 7 1 0 8 3 15 2 2 4
"1353" "alabama-birmingham" "2017-11-25" "" "Texas-El Paso" "W (28-7)" 15 25 60 159 2 45 175 3.9 1 70 334 4.8 8 13 2 23 3 40 0 0 0
"1445" "alabama-birmingham" "2017-12-22" "N" "Ohio*" "L (6-41)" 24 45 53.3 254 0 25 99 4 0 70 353 5 11 5 4 20 8 56 0 0 0
"255" "arkansas-state" "2017-09-02" "@" "Nebraska" "L (36-43)" 46 68 67.6 415 3 21 82 3.9 0 89 497 5.6 25 5 2 32 9 63 0 2 2
"355" "arkansas-state" "2017-09-16" "" "Arkansas-Pine Bluff" "W (48-3)" 26 34 76.5 356 6 37 137 3.7 1 71 493 6.9 16 9 1 26 5 39 0 0 0
"455" "arkansas-state" "2017-09-23" "@" "Southern Methodist" "L (21-44)" 23 43 53.5 284 2 29 143 4.9 1 72 427 5.9 14 6 0 20 12 93 1 1 2
"555" "arkansas-state" "2017-10-04" "@" "Georgia Southern" "W (43-25)" 12 26 46.2 316 4 35 65 1.9 2 61 381 6.2 11 6 2 19 5 55 1 4 5
"655" "arkansas-state" "2017-10-14" "" "Coastal Carolina" "W (51-17)" 24 37 64.9 286 5 37 189 5.1 0 74 475 6.4 16 10 2 27 6 59 0 0 0
"755" "arkansas-state" "2017-10-19" "" "Louisiana" "W (47-3)" 24 39 61.5 309 2 42 264 6.3 3 81 573 7.1 12 14 4 30 7 60 1 0 1
"855" "arkansas-state" "2017-10-28" "@" "New Mexico State" "W (37-21)" 25 40 62.5 297 4 40 120 3 1 80 417 5.2 16 6 5 27 13 126 1 1 2
"955" "arkansas-state" "2017-11-11" "@" "South Alabama" "L (19-24)" 28 45 62.2 299 2 33 66 2 0 78 365 4.7 12 9 2 23 7 40 2 4 6
"1055" "arkansas-state" "2017-11-18" "" "Texas State" "W (30-12)" 20 33 60.6 229 1 61 233 3.8 3 94 462 4.9 10 14 1 25 6 39 0 0 0
"1155" "arkansas-state" "2017-11-25" "@" "Louisiana-Monroe" "W (67-50)" 26 38 68.4 520 4 44 261 5.9 4 82 781 9.5 21 8 2 31 10 108 0 1 1
"1255" "arkansas-state" "2017-12-02" "" "Troy" "L (25-32)" 31 50 62 437 2 44 169 3.8 1 94 606 6.4 21 9 2 32 7 65 0 3 3
"1354" "arkansas-state" "2017-12-16" "N" "Middle Tennessee State*" "L (30-35)" 32 58 55.2 358 3 39 104 2.7 1 97 462 4.8 17 9 4 30 7 81 2 1 3
"256" "idaho" "2017-08-31" "" "Sacramento State" "W (28-6)" 14 19 73.7 163 2 44 197 4.5 2 63 360 5.7 4 11 0 15 3 20 1 2 3
"356" "idaho" "2017-09-09" "" "Nevada-Las Vegas" "L (16-44)" 22 34 64.7 261 1 36 123 3.4 1 70 384 5.5 11 6 1 18 4 40 0 1 1
"456" "idaho" "2017-09-16" "@" "Western Michigan" "L (28-37)" 16 26 61.5 229 3 34 170 5 1 60 399 6.7 5 8 2 15 6 44 2 1 3
"556" "idaho" "2017-09-23" "@" "South Alabama" "W (29-23)" 23 39 59 273 1 37 146 3.9 2 76 419 5.5 13 5 6 24 5 51 2 0 2
"656" "idaho" "2017-10-07" "" "Louisiana" "L (16-21)" 13 28 46.4 149 0 39 130 3.3 1 67 279 4.2 7 6 0 13 6 60 0 0 0
"756" "idaho" "2017-10-14" "" "Appalachian State" "L (20-23)" 15 28 53.6 200 2 36 112 3.1 0 64 312 4.9 6 8 0 14 7 60 2 0 2
"856" "idaho" "2017-10-21" "@" "Missouri" "L (21-68)" 22 36 61.1 197 3 38 81 2.1 0 74 278 3.8 8 6 1 15 6 50 1 0 1
"956" "idaho" "2017-10-28" "" "Louisiana-Monroe" "W (31-23)" 28 42 66.7 360 3 39 158 4.1 1 81 518 6.4 17 9 1 27 5 56 0 0 0
"1056" "idaho" "2017-11-02" "@" "Troy" "L (21-24)" 24 35 68.6 288 3 32 90 2.8 0 67 378 5.6 13 6 3 22 5 45 0 0 0
"1156" "idaho" "2017-11-18" "" "Coastal Carolina" "L (7-13)" 18 26 69.2 177 1 33 100 3 0 59 277 4.7 9 5 0 14 8 84 0 1 1
"1256" "idaho" "2017-11-25" "@" "New Mexico State" "L (10-17)" 19 35 54.3 174 1 38 41 1.1 0 73 215 2.9 8 6 2 16 4 20 1 2 3
"1355" "idaho" "2017-12-02" "@" "Georgia State" "W (24-10)" 16 30 53.3 228 1 40 147 3.7 2 70 375 5.4 11 6 1 18 5 37 0 0 0
"257" "temple" "2017-09-02" "@" "Notre Dame" "L (16-49)" 19 35 54.3 245 2 37 85 2.3 0 72 330 4.6 13 4 1 18 6 42 1 0 1
"357" "temple" "2017-09-09" "" "Villanova" "W (16-13)" 20 34 58.8 274 0 27 79 2.9 1 61 353 5.8 10 5 2 17 8 59 0 0 0
"457" "temple" "2017-09-15" "" "Massachusetts" "W (29-21)" 24 39 61.5 268 3 34 119 3.5 0 73 387 5.3 14 5 1 20 7 74 0 0 0
"557" "temple" "2017-09-21" "@" "South Florida" "L (7-43)" 7 25 28 89 0 33 -4 -0.1 0 58 85 1.5 4 2 1 7 6 51 2 4 6
"657" "temple" "2017-09-30" "" "Houston" "L (13-20)" 20 42 47.6 182 1 37 142 3.8 0 79 324 4.1 9 11 2 22 10 83 0 3 3
"757" "temple" "2017-10-07" "@" "East Carolina" "W (34-10)" 21 33 63.6 344 2 46 179 3.9 2 79 523 6.6 14 6 4 24 8 65 0 1 1
"857" "temple" "2017-10-14" "" "Connecticut" "L (24-28)" 33 55 60 356 1 29 117 4 2 84 473 5.6 18 7 3 28 12 117 1 1 2
"957" "temple" "2017-10-21" "@" "Army" "L (28-31)" 21 31 67.7 289 1 37 217 5.9 3 68 506 7.4 13 10 1 24 8 45 0 0 0
"1057" "temple" "2017-11-02" "" "Navy" "W (34-26)" 22 30 73.3 289 4 28 104 3.7 0 58 393 6.8 14 4 2 20 6 50 0 1 1
"1157" "temple" "2017-11-10" "@" "Cincinnati" "W (35-24)" 19 30 63.3 224 1 43 205 4.8 2 73 429 5.9 11 12 2 25 4 50 1 1 2
"1257" "temple" "2017-11-18" "" "Central Florida" "L (19-45)" 17 42 40.5 201 2 35 196 5.6 0 77 397 5.2 8 10 1 19 6 57 1 4 5
"1356" "temple" "2017-11-25" "@" "Tulsa" "W (43-22)" 21 29 72.4 258 3 34 193 5.7 2 63 451 7.2 13 6 1 20 10 123 0 0 0
"1446" "temple" "2017-12-21" "N" "Florida International*" "W (28-3)" 18 28 64.3 254 1 41 141 3.4 3 69 395 5.7 11 7 2 20 10 86 1 0 1
"258" "washington-state" "2017-09-02" "" "Montana State" "W (31-0)" 40 48 83.3 361 3 25 150 6 1 73 511 7 18 9 0 27 4 32 1 0 1
"358" "washington-state" "2017-09-09" "" "Boise State" "W (47-44)" 49 67 73.1 433 3 27 22 0.8 1 94 455 4.8 22 3 0 25 5 55 1 2 3
"458" "washington-state" "2017-09-16" "" "Oregon State" "W (52-23)" 42 58 72.4 431 6 16 60 3.8 0 74 491 6.6 23 2 2 27 7 50 0 0 0
"558" "washington-state" "2017-09-23" "" "Nevada" "W (45-7)" 38 50 76 505 5 34 55 1.6 1 84 560 6.7 20 8 3 31 5 55 1 1 2
"658" "washington-state" "2017-09-29" "" "Southern California" "W (30-27)" 34 51 66.7 340 2 30 122 4.1 1 81 462 5.7 13 7 3 23 6 59 0 1 1
"758" "washington-state" "2017-10-07" "@" "Oregon" "W (33-10)" 24 42 57.1 282 3 25 87 3.5 0 67 369 5.5 10 4 6 19 6 74 2 0 2
"858" "washington-state" "2017-10-13" "@" "California" "L (3-37)" 32 48 66.7 314 0 26 23 0.9 0 74 337 4.6 10 3 1 16 5 50 2 5 7
"958" "washington-state" "2017-10-21" "" "Colorado" "W (28-0)" 20 43 46.5 212 3 35 194 5.5 1 78 406 5.2 10 10 1 21 6 70 2 0 2
"1058" "washington-state" "2017-10-28" "@" "Arizona" "L (37-58)" 58 84 69 602 3 17 44 2.6 2 101 646 6.4 28 3 1 32 7 50 0 4 4
"1158" "washington-state" "2017-11-04" "" "Stanford" "W (24-21)" 34 48 70.8 337 3 29 93 3.2 0 77 430 5.6 17 7 1 25 4 25 0 1 1
"1258" "washington-state" "2017-11-11" "@" "Utah" "W (33-25)" 40 69 58 311 3 17 27 1.6 0 86 338 3.9 15 3 2 20 10 66 0 2 2
"1357" "washington-state" "2017-11-25" "@" "Washington" "L (14-41)" 37 55 67.3 369 1 14 -24 -1.7 1 69 345 5 18 1 0 19 4 34 1 3 4
"1447" "washington-state" "2017-12-28" "N" "Michigan State*" "L (17-42)" 39 50 78 272 2 8 24 3 0 58 296 5.1 13 2 2 17 4 46 1 1 2
