"Team" "Date" "" "Opponent" "Result" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "Tot"
"1130" "notre-dame" "2017-11-11" "@" "Miami (FL)" "L (8-41)" 13 27 48.1 152 1 36 109 3 0 63 261 4.1 9 4 0 13 6 49 1 3 4
"1230" "notre-dame" "2017-11-18" "" "Navy" "W (24-17)" 9 18 50 164 2 31 163 5.3 1 49 327 6.7 7 8 1 16 3 35 1 0 1
"1329" "notre-dame" "2017-11-25" "@" "Stanford" "L (20-38)" 12 29 41.4 261 2 44 154 3.5 0 73 415 5.7 8 9 0 17 8 81 1 2 3
"1429" "notre-dame" "2018-01-01" "N" "Louisiana State*" "W (21-17)" 17 28 60.7 216 2 33 154 4.7 0 61 370 6.1 8 10 0 18 4 15 1 1 2
"231" "army" "2017-09-01" "" "Fordham" "W (64-6)" 0 2 0 0 0 47 513 10.9 8 49 513 10.5 0 22 0 22 3 30 1 0 1
"331" "army" "2017-09-09" "" "Buffalo" "W (21-17)" 2 8 25 17 0 66 322 4.9 3 74 339 4.6 1 16 2 19 5 44 0 0 0
"431" "army" "2017-09-16" "@" "Ohio State" "L (7-38)" 2 8 25 19 0 58 259 4.5 1 66 278 4.2 1 14 1 16 2 22 1 0 1
"531" "army" "2017-09-23" "@" "Tulane" "L (17-21)" 0 5 0 0 0 69 371 5.4 2 74 371 5 0 20 2 22 5 35 1 2 3
"631" "army" "2017-09-30" "" "Texas-El Paso" "W (35-21)" 3 7 42.9 80 1 50 353 7.1 4 57 433 7.6 3 18 1 22 6 47 0 1 1
"731" "army" "2017-10-07" "@" "Rice" "W (49-12)" 1 3 33.3 9 0 65 418 6.4 6 68 427 6.3 0 20 1 21 5 35 0 1 1
"831" "army" "2017-10-14" "" "Eastern Michigan" "W (28-27)" 0 5 0 0 0 61 413 6.8 4 66 413 6.3 0 21 0 21 4 32 0 0 0
"931" "army" "2017-10-21" "" "Temple" "W (31-28)" 8 18 44.4 141 1 50 248 5 3 68 389 5.7 7 11 1 19 5 46 0 1 1
"1031" "army" "2017-11-04" "@" "Air Force" "W (21-0)" 0 0 NA 0 0 59 392 6.6 3 59 392 6.6 0 20 0 20 2 10 0 0 0
"1131" "army" "2017-11-11" "" "Duke" "W (21-16)" 1 1 100 42 0 57 226 4 2 58 268 4.6 1 14 2 17 6 49 1 0 1
"1231" "army" "2017-11-18" "@" "North Texas" "L (49-52)" 1 3 33.3 27 0 67 534 8 7 70 561 8 1 24 0 25 6 65 1 0 1
"1330" "army" "2017-12-09" "N" "Navy" "W (14-13)" 1 1 100 20 0 49 221 4.5 2 50 241 4.8 1 13 1 15 2 10 0 0 0
"1430" "army" "2017-12-23" "N" "San Diego State*" "W (42-35)" 1 4 25 6 0 87 440 5.1 5 91 446 4.9 1 28 2 31 4 47 0 1 1
"232" "northern-illinois" "2017-09-01" "" "Boston College" "L (20-23)" 16 39 41 203 2 35 164 4.7 0 74 367 5 10 5 3 18 8 70 0 1 1
"332" "northern-illinois" "2017-09-09" "" "Eastern Illinois" "W (38-10)" 24 35 68.6 269 3 47 230 4.9 2 82 499 6.1 11 12 3 26 15 194 2 1 3
"432" "northern-illinois" "2017-09-16" "@" "Nebraska" "W (21-17)" 15 23 65.2 128 0 27 108 4 1 50 236 4.7 5 7 1 13 3 25 1 0 1
"532" "northern-illinois" "2017-09-30" "@" "San Diego State" "L (28-34)" 23 38 60.5 262 3 44 156 3.5 1 82 418 5.1 11 9 3 23 4 42 1 3 4
"632" "northern-illinois" "2017-10-07" "" "Kent State" "W (24-3)" 13 22 59.1 114 3 50 152 3 0 72 266 3.7 7 9 0 15 7 59 1 2 3
"732" "northern-illinois" "2017-10-14" "@" "Buffalo" "W (14-13)" 20 31 64.5 224 1 55 219 4 1 86 443 5.2 11 15 2 28 3 35 2 0 2
"832" "northern-illinois" "2017-10-21" "@" "Bowling Green State" "W (48-17)" 21 34 61.8 239 3 55 338 6.1 2 89 577 6.5 13 16 0 29 6 39 1 0 1
"932" "northern-illinois" "2017-10-26" "" "Eastern Michigan" "W (30-27)" 23 40 57.5 278 2 36 114 3.2 2 76 392 5.2 10 6 2 18 9 72 1 0 1
"1032" "northern-illinois" "2017-11-02" "@" "Toledo" "L (17-27)" 24 44 54.5 245 0 40 185 4.6 2 84 430 5.1 12 11 2 25 7 45 0 2 2
"1132" "northern-illinois" "2017-11-09" "" "Ball State" "W (63-17)" 11 24 45.8 211 5 45 222 4.9 2 69 433 6.3 9 9 2 20 1 5 1 0 1
"1232" "northern-illinois" "2017-11-15" "" "Western Michigan" "W (35-31)" 6 11 54.5 64 1 49 248 5.1 3 60 312 5.2 2 13 2 17 7 65 3 0 3
"1331" "northern-illinois" "2017-11-24" "@" "Central Michigan" "L (24-31)" 20 36 55.6 128 1 40 137 3.4 1 76 265 3.5 8 9 2 19 7 60 0 2 2
"1431" "northern-illinois" "2017-12-26" "N" "Duke*" "L (14-36)" 15 28 53.6 234 1 29 65 2.2 1 57 299 5.2 6 5 2 13 3 11 0 0 0
"233" "florida-atlantic" "2017-09-01" "" "Navy" "L (19-42)" 21 33 63.6 286 2 24 40 1.7 0 57 326 5.7 8 7 1 16 4 20 0 2 2
"333" "florida-atlantic" "2017-09-09" "@" "Wisconsin" "L (14-31)" 9 19 47.4 142 1 35 106 3 1 54 248 4.6 4 5 0 9 8 73 0 0 0
"433" "florida-atlantic" "2017-09-16" "" "Bethune-Cookman" "W (45-0)" 19 32 59.4 180 1 58 439 7.6 4 90 619 6.9 6 22 4 32 8 83 1 1 2
"533" "florida-atlantic" "2017-09-23" "@" "Buffalo" "L (31-34)" 17 29 58.6 150 0 37 262 7.1 4 66 412 6.2 7 15 0 22 8 65 0 1 1
"633" "florida-atlantic" "2017-09-30" "" "Middle Tennessee State" "W (38-20)" 22 29 75.9 187 1 50 252 5 4 79 439 5.6 10 17 2 29 4 27 0 0 0
"733" "florida-atlantic" "2017-10-07" "@" "Old Dominion" "W (58-28)" 13 22 59.1 97 0 69 453 6.6 8 91 550 6 5 23 1 29 5 65 1 1 2
"833" "florida-atlantic" "2017-10-21" "" "North Texas" "W (69-31)" 24 35 68.6 357 2 48 447 9.3 7 83 804 9.7 16 18 3 37 5 39 0 0 0
"933" "florida-atlantic" "2017-10-28" "@" "Western Kentucky" "W (42-28)" 10 24 41.7 93 1 55 368 6.7 4 79 461 5.8 3 17 1 21 9 75 0 1 1
"1033" "florida-atlantic" "2017-11-03" "" "Marshall" "W (30-25)" 12 18 66.7 164 1 45 189 4.2 3 63 353 5.6 6 11 0 17 5 60 0 0 0
"1133" "florida-atlantic" "2017-11-11" "@" "Louisiana Tech" "W (48-23)" 14 17 82.4 221 2 33 194 5.9 4 50 415 8.3 7 11 1 19 2 22 1 0 1
"1233" "florida-atlantic" "2017-11-18" "" "Florida International" "W (52-24)" 18 25 72 239 4 46 333 7.2 3 71 572 8.1 9 16 2 27 8 64 0 1 1
"1332" "florida-atlantic" "2017-11-25" "@" "UNC Charlotte" "W (31-12)" 18 22 81.8 245 2 63 316 5 2 85 561 6.6 11 19 1 31 1 15 2 0 2
"1432" "florida-atlantic" "2017-12-02" "" "North Texas" "W (41-17)" 18 30 60 352 2 42 281 6.7 3 72 633 8.8 11 9 2 22 9 73 1 0 1
"158" "florida-atlantic" "2017-12-19" "" "Akron*" "W (50-3)" 19 26 73.1 270 2 60 312 5.2 5 86 582 6.8 8 19 2 29 6 52 0 0 0
"234" "stanford" "2017-08-26" "N" "Rice" "W (62-7)" 21 37 56.8 369 3 36 287 8 5 73 656 9 12 12 3 27 4 35 0 0 0
"334" "stanford" "2017-09-09" "@" "Southern California" "L (24-42)" 15 28 53.6 172 2 26 170 6.5 1 54 342 6.3 8 5 3 16 7 35 0 0 0
"434" "stanford" "2017-09-16" "@" "San Diego State" "L (17-20)" 10 21 47.6 80 0 22 174 7.9 2 43 254 5.9 2 6 1 9 4 20 1 2 3
"534" "stanford" "2017-09-23" "" "UCLA" "W (58-34)" 16 24 66.7 148 2 45 405 9 5 69 553 8 7 12 4 23 12 86 1 0 1
"634" "stanford" "2017-09-30" "" "Arizona State" "W (34-24)" 15 24 62.5 173 1 32 334 10.4 3 56 507 9.1 6 10 1 17 8 78 1 0 1
"734" "stanford" "2017-10-07" "@" "Utah" "W (23-20)" 13 24 54.2 188 0 31 196 6.3 2 55 384 7 7 5 2 14 9 84 0 0 0
"834" "stanford" "2017-10-14" "" "Oregon" "W (49-7)" 21 28 75 256 4 41 248 6 2 69 504 7.3 13 9 3 25 2 15 1 1 2
"934" "stanford" "2017-10-26" "@" "Oregon State" "W (15-14)" 16 33 48.5 141 1 27 81 3 0 60 222 3.7 6 5 1 12 8 81 0 1 1
"1034" "stanford" "2017-11-04" "@" "Washington State" "L (21-24)" 9 20 45 105 0 27 93 3.4 2 47 198 4.2 5 4 0 9 4 20 0 1 1
"1134" "stanford" "2017-11-10" "" "Washington" "W (30-22)" 16 27 59.3 211 0 44 195 4.4 3 71 406 5.7 10 9 2 21 5 50 0 0 0
"1234" "stanford" "2017-11-18" "" "California" "W (17-14)" 17 26 65.4 185 1 38 193 5.1 1 64 378 5.9 11 9 1 21 5 40 0 1 1
"1333" "stanford" "2017-11-25" "" "Notre Dame" "W (38-20)" 14 22 63.6 176 4 38 152 4 1 60 328 5.5 8 7 3 18 3 30 0 0 0
"1433" "stanford" "2017-12-01" "N" "Southern California" "L (28-31)" 10 22 45.5 192 2 38 151 4 2 60 343 5.7 7 8 3 18 7 73 0 0 0
"159" "stanford" "2017-12-28" "N" "Texas Christian*" "L (37-39)" 15 27 55.6 212 3 34 157 4.6 2 61 369 6 8 9 0 17 3 15 0 2 2
"235" "boston-college" "2017-09-01" "@" "Northern Illinois" "W (23-20)" 26 42 61.9 191 2 50 148 3 0 92 339 3.7 8 11 2 21 8 79 0 1 1
"335" "boston-college" "2017-09-09" "" "Wake Forest" "L (10-34)" 18 41 43.9 163 1 41 142 3.5 0 82 305 3.7 8 10 1 19 0 0 1 3 4
"435" "boston-college" "2017-09-16" "" "Notre Dame" "L (20-49)" 24 41 58.5 215 2 44 185 4.2 0 85 400 4.7 12 10 0 22 6 35 1 2 3
"535" "boston-college" "2017-09-23" "@" "Clemson" "L (7-34)" 15 32 46.9 141 0 34 97 2.9 1 66 238 3.6 6 5 1 12 2 20 0 2 2
"635" "boston-college" "2017-09-30" "" "Central Michigan" "W (28-8)" 14 21 66.7 85 1 53 224 4.2 3 74 309 4.2 4 10 3 17 6 43 2 0 2
"735" "boston-college" "2017-10-07" "" "Virginia Tech" "L (10-23)" 14 33 42.4 191 1 33 153 4.6 0 66 344 5.2 7 7 2 16 5 27 0 0 0
"835" "boston-college" "2017-10-14" "@" "Louisville" "W (45-42)" 12 28 42.9 191 1 59 364 6.2 5 87 555 6.4 11 16 0 27 1 10 0 1 1
"935" "boston-college" "2017-10-21" "@" "Virginia" "W (41-10)" 19 24 79.2 275 3 47 237 5 1 71 512 7.2 12 7 0 19 5 52 0 0 0
"1035" "boston-college" "2017-10-27" "" "Florida State" "W (35-3)" 7 21 33.3 88 2 55 241 4.4 3 76 329 4.3 3 12 4 19 1 10 0 0 0
"1135" "boston-college" "2017-11-11" "" "North Carolina State" "L (14-17)" 10 22 45.5 111 0 54 236 4.4 2 76 347 4.6 6 14 0 20 3 15 1 1 2
"1235" "boston-college" "2017-11-18" "N" "Connecticut" "W (39-16)" 7 15 46.7 55 1 49 330 6.7 4 64 385 6 1 12 1 14 3 25 1 0 1
"1334" "boston-college" "2017-11-25" "@" "Syracuse" "W (42-14)" 16 20 80 248 1 56 333 5.9 4 76 581 7.6 11 13 0 24 1 15 1 0 1
"1434" "boston-college" "2017-12-27" "N" "Iowa*" "L (20-27)" 16 27 59.3 208 1 43 175 4.1 1 70 383 5.5 12 4 0 16 6 57 1 2 3
"236" "minnesota" "2017-08-31" "" "Buffalo" "W (17-7)" 19 32 59.4 239 1 51 169 3.3 1 83 408 4.9 10 10 1 21 4 35 0 1 1
"336" "minnesota" "2017-09-09" "@" "Oregon State" "W (48-14)" 7 8 87.5 158 1 58 253 4.4 5 66 411 6.2 5 12 4 21 6 70 1 0 1
"436" "minnesota" "2017-09-16" "" "Middle Tennessee State" "W (34-3)" 11 18 61.1 122 0 47 221 4.7 3 65 343 5.3 4 14 0 18 3 22 0 0 0
"536" "minnesota" "2017-09-30" "" "Maryland" "L (24-31)" 13 26 50 229 1 31 80 2.6 2 57 309 5.4 11 4 3 18 3 29 0 2 2
"636" "minnesota" "2017-10-07" "@" "Purdue" "L (17-31)" 11 25 44 101 2 47 227 4.8 0 72 328 4.6 4 11 1 16 5 47 1 1 2
"736" "minnesota" "2017-10-14" "" "Michigan State" "L (27-30)" 16 32 50 216 3 27 74 2.7 0 59 290 4.9 10 4 0 14 1 15 1 1 2
"836" "minnesota" "2017-10-21" "" "Illinois" "W (24-17)" 5 15 33.3 47 1 55 292 5.3 1 70 339 4.8 2 19 1 22 3 12 1 2 3
"936" "minnesota" "2017-10-28" "@" "Iowa" "L (10-17)" 9 29 31 139 0 43 142 3.3 1 72 281 3.9 4 10 1 15 5 37 0 1 1
"1036" "minnesota" "2017-11-04" "@" "Michigan" "L (10-33)" 5 12 41.7 74 0 44 90 2 1 56 164 2.9 3 8 2 13 3 10 1 0 1
"1136" "minnesota" "2017-11-11" "" "Nebraska" "W (54-21)" 9 16 56.3 105 0 45 409 9.1 6 61 514 8.4 5 17 2 24 3 35 0 0 0
"1236" "minnesota" "2017-11-18" "@" "Northwestern" "L (0-39)" 2 11 18.2 43 0 38 139 3.7 0 49 182 3.7 1 6 0 7 2 18 2 3 5
"1335" "minnesota" "2017-11-25" "" "Wisconsin" "L (0-31)" 3 9 33.3 40 0 39 93 2.4 0 48 133 2.8 2 5 1 8 1 10 0 0 0
"237" "boise-state" "2017-09-02" "" "Troy" "W (24-13)" 19 32 59.4 210 1 44 147 3.3 1 76 357 4.7 11 7 1 19 7 47 1 1 2
"337" "boise-state" "2017-09-09" "@" "Washington State" "L (44-47)" 19 28 67.9 237 2 42 168 4 2 70 405 5.8 10 9 0 19 5 34 3 1 4
"437" "boise-state" "2017-09-14" "" "New Mexico" "W (28-14)" 15 19 78.9 137 2 32 127 4 2 51 264 5.2 7 5 0 12 8 73 0 0 0
"537" "boise-state" "2017-09-22" "" "Virginia" "L (23-42)" 28 53 52.8 353 1 24 30 1.3 2 77 383 5 16 3 3 22 9 64 0 1 1
"637" "boise-state" "2017-10-06" "@" "Brigham Young" "W (24-7)" 13 20 65 142 1 47 158 3.4 2 67 300 4.5 8 10 1 19 1 5 0 1 1
"737" "boise-state" "2017-10-14" "@" "San Diego State" "W (31-14)" 14 23 60.9 125 1 34 186 5.5 1 57 311 5.5 4 10 1 15 3 35 0 0 0
"837" "boise-state" "2017-10-21" "" "Wyoming" "W (24-14)" 18 24 75 177 1 43 166 3.9 2 67 343 5.1 9 11 1 21 3 35 0 0 0
"937" "boise-state" "2017-10-28" "@" "Utah State" "W (41-14)" 24 34 70.6 370 5 45 163 3.6 0 79 533 6.7 17 7 3 27 9 72 0 0 0
"1037" "boise-state" "2017-11-04" "" "Nevada" "W (41-14)" 25 34 73.5 339 2 35 140 4 3 69 479 6.9 15 8 1 24 6 60 0 0 0
"1137" "boise-state" "2017-11-11" "@" "Colorado State" "W (59-52)" 23 45 51.1 331 4 39 310 7.9 4 84 641 7.6 18 14 1 33 6 54 1 1 2
"1237" "boise-state" "2017-11-18" "" "Air Force" "W (44-19)" 18 26 69.2 338 3 29 90 3.1 1 55 428 7.8 11 4 4 19 6 53 0 0 0
"1336" "boise-state" "2017-11-25" "@" "Fresno State" "L (17-28)" 25 36 69.4 294 1 31 107 3.5 1 67 401 6 11 7 1 19 6 48 0 0 0
"1435" "boise-state" "2017-12-02" "" "Fresno State" "W (17-14)" 17 32 53.1 255 0 38 109 2.9 2 70 364 5.2 11 6 2 19 9 70 0 0 0
"1510" "boise-state" "2017-12-16" "N" "Oregon*" "W (38-28)" 23 43 53.5 369 2 47 112 2.4 2 90 481 5.3 16 8 4 28 4 50 1 2 3
"238" "utah" "2017-08-31" "" "North Dakota" "W (37-16)" 23 32 71.9 227 1 47 272 5.8 3 79 499 6.3 10 15 2 27 11 139 0 1 1
"338" "utah" "2017-09-09" "@" "Brigham Young" "W (19-13)" 28 37 75.7 314 0 36 116 3.2 1 73 430 5.9 11 6 1 18 11 97 2 0 2
"438" "utah" "2017-09-16" "" "San Jose State" "W (54-16)" 30 44 68.2 341 4 40 160 4 2 84 501 6 15 12 2 29 6 50 2 1 3
"538" "utah" "2017-09-22" "@" "Arizona" "W (30-24)" 17 28 60.7 229 1 38 112 2.9 1 66 341 5.2 8 9 4 21 9 83 2 0 2
"638" "utah" "2017-10-07" "" "Stanford" "L (20-23)" 20 40 50 238 1 33 144 4.4 1 73 382 5.2 12 9 4 25 7 62 0 2 2
"738" "utah" "2017-10-14" "@" "Southern California" "L (27-28)" 17 28 60.7 267 2 41 169 4.1 1 69 436 6.3 8 9 3 20 6 40 0 1 1
"838" "utah" "2017-10-21" "" "Arizona State" "L (10-30)" 19 35 54.3 155 0 25 110 4.4 1 60 265 4.4 9 9 1 19 6 50 0 4 4
"938" "utah" "2017-10-28" "@" "Oregon" "L (20-41)" 25 43 58.1 293 2 30 91 3 0 73 384 5.3 14 4 2 20 5 49 1 0 1
"1038" "utah" "2017-11-03" "" "UCLA" "W (48-17)" 15 22 68.2 234 4 50 272 5.4 2 72 506 7 7 15 2 24 10 70 0 0 0
"1138" "utah" "2017-11-11" "" "Washington State" "L (25-33)" 21 40 52.5 305 1 36 62 1.7 2 76 367 4.8 13 9 5 27 7 69 3 4 7
"1238" "utah" "2017-11-18" "@" "Washington" "L (30-33)" 19 27 70.4 293 2 45 117 2.6 1 72 410 5.7 13 9 0 22 3 30 0 1 1
"1337" "utah" "2017-11-25" "" "Colorado" "W (34-13)" 15 24 62.5 181 0 52 310 6 4 76 491 6.5 9 18 2 29 2 22 0 0 0
"1436" "utah" "2017-12-26" "N" "West Virginia*" "W (30-14)" 12 27 44.4 165 0 53 197 3.7 3 80 362 4.5 7 10 2 19 5 32 2 0 2
"239" "eastern-michigan" "2017-09-01" "" "UNC Charlotte" "W (24-7)" 22 31 71 267 0 41 126 3.1 2 72 393 5.5 10 8 1 19 10 70 1 1 2
"339" "eastern-michigan" "2017-09-09" "@" "Rutgers" "W (16-13)" 19 37 51.4 260 1 35 114 3.3 0 72 374 5.2 13 4 2 19 9 93 1 0 1
"439" "eastern-michigan" "2017-09-23" "" "Ohio" "L (20-27)" 29 49 59.2 305 1 27 45 1.7 1 76 350 4.6 12 3 0 15 8 85 0 1 1
"539" "eastern-michigan" "2017-09-30" "@" "Kentucky" "L (20-24)" 27 47 57.4 299 2 27 13 0.5 1 74 312 4.2 17 2 1 20 5 50 1 2 3
